# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "4" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "SRX22720573_cds.txt" "SRX22720573.bam" 
Geneid	Chr	Start	End	Strand	Length	SRX22720573.bam
ZMO1_ZMO0924	CP023715.1	945633	948410	+	2778	20819
ZMO1_ZMO0925	CP023715.1	948589	949158	+	570	1084
ZMO1_ZMO0926	CP023715.1	949303	949812	+	510	6385
ZMO1_ZMO2007	CP023715.1	949809	950453	+	645	2146
ZMO1_ZMO0927	CP023715.1	950315	951121	-	807	1977
ZMO1_ZMO0928	CP023715.1	951274	952284	+	1011	1122
ZMO1_ZMO0929	CP023715.1	952291	952416	-	126	142
ZMO1_ZMO0930	CP023715.1	952421	952849	-	429	344
ZMO1_ZMO0931	CP023715.1	952842	953063	-	222	95
ZMO1_ZMO0932	CP023715.1	953098	953652	-	555	494
ZMO1_ZMO0934	CP023715.1	953790	954116	-	327	620
ZMO1_ZMO0935	CP023715.1	954342	954974	-	633	7190
ZMO1_ZMO0936	CP023715.1	955260	956150	+	891	1875
ZMO1_ZMO0937	CP023715.1	956188	957411	-	1224	2196
ZMO1_ZMO0938	CP023715.1	957728	959458	+	1731	3576
ZMO1_ZMO0939	CP023715.1	959462	960763	-	1302	2060
ZMO1_ZMO0940	CP023715.1	960776	961276	-	501	1641
ZMO1_ZMO0941	CP023715.1	961390	962391	-	1002	916
ZMO1_ZMO0942	CP023715.1	962594	964132	-	1539	2895
ZMO1_ZMO0945	CP023715.1	964471	965358	-	888	21971
ZMO1_ZMO0946	CP023715.1	965699	967177	+	1479	75233
ZMO1_ZMO0947	CP023715.1	967195	968160	+	966	8441
ZMO1_ZMO0948	CP023715.1	968239	968871	+	633	15793
ZMO1_ZMO0949	CP023715.1	969021	970289	+	1269	35287
ZMO1_ZMO0950	CP023715.1	970346	970957	-	612	1489
ZMO1_ZMO0951	CP023715.1	970961	971818	-	858	1845
ZMO1_ZMO0952	CP023715.1	971805	972263	-	459	1237
ZMO1_ZMO0956	CP023715.1	974471	975067	+	597	957
ZMO1_ZMO0957	CP023715.1	975075	976331	+	1257	3339
ZMO1_ZMO0958	CP023715.1	976333	977172	+	840	2185
ZMO1_ZMO0959	CP023715.1	977102	977848	-	747	499
ZMO1_ZMO0961	CP023715.1	977985	978479	+	495	2304
ZMO1_ZMO0962	CP023715.1	978487	979632	-	1146	2012
ZMO1_ZMO0963	CP023715.1	979708	980337	-	630	2151
ZMO1_ZMO0964	CP023715.1	980430	981863	+	1434	6432
ZMO1_ZMO0965	CP023715.1	981885	983090	+	1206	7412
ZMO1_ZMO0966	CP023715.1	983068	984669	+	1602	5592
ZMO1_ZMO0967	CP023715.1	984763	985959	+	1197	821
ZMO1_ZMO0968	CP023715.1	985963	986190	+	228	84
ZMO1_ZMO0969	CP023715.1	986174	987499	+	1326	2701
ZMO1_ZMO0970	CP023715.1	987504	988625	+	1122	2515
ZMO1_ZMO0971	CP023715.1	988662	989675	+	1014	5890
ZMO1_ZMO0972	CP023715.1	989764	990918	+	1155	17403
ZMO1_ZMO0973	CP023715.1	990933	992363	+	1431	35459
ZMO1_ZMO0974	CP023715.1	992379	993224	+	846	17975
ZMO1_ZMO0975	CP023715.1	993426	994415	+	990	2270
ZMO1_ZMO0976	CP023715.1	994609	995631	-	1023	23735
ZMO1_ZMO0978	CP023715.1	995772	996677	-	906	431
ZMO1_ZMO0979	CP023715.1	997006	999117	+	2112	1587
ZMO1_ZMO0980	CP023715.1	999184	1000293	-	1110	20778
ZMO1_ZMO0981	CP023715.1	1000398	1001990	-	1593	1413
ZMO1_ZMO0982	CP023715.1	1001987	1002805	-	819	1266
ZMO1_ZMO0983	CP023715.1	1002802	1005273	-	2472	3082
ZMO1_ZMO0984	CP023715.1	1005404	1006279	-	876	3493
ZMO1_ZMO0985	CP023715.1	1006276	1007043	-	768	10557
ZMO1_ZMO0986	CP023715.1	1007043	1008320	-	1278	13057
ZMO1_ZMO0987	CP023715.1	1008617	1009102	+	486	20044
ZMO1_ZMO2009	CP023715.1	1009150	1009308	-	159	2382
ZMO1_ZMO0988	CP023715.1	1009510	1009707	+	198	2203
ZMO1_ZMO0989	CP023715.1	1009803	1010291	-	489	51634
ZMO1_ZMO0992	CP023715.1	1010700	1012295	-	1596	894
ZMO1_ZMO0994	CP023715.1	1012670	1013188	-	519	41141
ZMO1_ZMO0996	CP023715.1	1013482	1014624	+	1143	5000
ZMO1_ZMO0997	CP023715.1	1014626	1015252	+	627	388035
ZMO1_ZMO0998	CP023715.1	1015591	1016133	+	543	541
ZMO1_ZMO0999	CP023715.1	1016162	1017151	-	990	1778
ZMO1_ZMO1000	CP023715.1	1017581	1019860	+	2280	103926
ZMO1_ZMO1001	CP023715.1	1020113	1021606	+	1494	1431
ZMO1_ZMO1002	CP023715.1	1021679	1023016	+	1338	9497
ZMO1_ZMO1003	CP023715.1	1023006	1023857	+	852	4060
ZMO1_ZMO1004	CP023715.1	1023857	1024504	+	648	2022
ZMO1_ZMO1005	CP023715.1	1024674	1025822	+	1149	4322
ZMO1_ZMO1006	CP023715.1	1025822	1026928	+	1107	3945
ZMO1_ZMO1007	CP023715.1	1027050	1027913	+	864	1701
ZMO1_ZMO1008	CP023715.1	1028039	1029484	+	1446	2525
ZMO1_ZMO1009	CP023715.1	1029623	1030411	+	789	8536
ZMO1_ZMO1010	CP023715.1	1030446	1030967	+	522	498
ZMO1_ZMO1011	CP023715.1	1031188	1031373	-	186	334
ZMO1_ZMO1012	CP023715.1	1031396	1032409	-	1014	1935
ZMO1_ZMO1013	CP023715.1	1032410	1033018	-	609	4354
ZMO1_ZMO1014	CP023715.1	1033024	1033242	-	219	5518
ZMO1_ZMO1015	CP023715.1	1033460	1034086	-	627	7501
ZMO1_ZMO1016	CP023715.1	1034092	1035039	-	948	9407
ZMO1_ZMO1017	CP023715.1	1035050	1035841	-	792	4911
ZMO1_ZMO1018	CP023715.1	1035838	1036938	-	1101	10245
ZMO1_ZMO1019	CP023715.1	1037121	1038173	-	1053	17459
ZMO1_ZMO1020	CP023715.1	1038255	1039436	-	1182	35003
ZMO1_ZMO1021	CP023715.1	1039756	1040409	-	654	15311
ZMO1_ZMO1022	CP023715.1	1040542	1041588	+	1047	2784
ZMO1_ZMO1023	CP023715.1	1041640	1042404	+	765	3218
ZMO1_ZMO1025	CP023715.1	1042753	1044771	+	2019	62605
ZMO1_ZMO1026	CP023715.1	1044808	1044996	+	189	17215
ZMO1_ZMO1027	CP023715.1	1044983	1045585	+	603	6743
ZMO1_ZMO1029	CP023715.1	1045666	1046583	+	918	7641
ZMO1_ZMO1030	CP023715.1	1046628	1047392	+	765	3668
ZMO1_ZMO1032	CP023715.1	1047552	1048727	+	1176	4432
ZMO1_ZMO1033	CP023715.1	1048783	1050030	+	1248	10775
ZMO1_ZMO1034	CP023715.1	1050151	1050765	-	615	58212
ZMO1_ZMO1036	CP023715.1	1051025	1052251	+	1227	42847
ZMO1_ZMO1039	CP023715.1	1052767	1054608	-	1842	31190
ZMO1_ZMO1040	CP023715.1	1055356	1058568	+	3213	973
ZMO1_ZMO1041	CP023715.1	1058809	1059363	-	555	1168
ZMO1_ZMO1042	CP023715.1	1059451	1060503	-	1053	3906
ZMO1_ZMO1043	CP023715.1	1060511	1061137	-	627	7750
ZMO1_ZMO1044	CP023715.1	1061369	1061833	+	465	4307
ZMO1_ZMO1045	CP023715.1	1061919	1063505	-	1587	309
ZMO1_ZMO2077	CP023715.1	1063484	1063711	+	228	284
ZMO1_ZMO1047	CP023715.1	1063771	1064811	+	1041	6304
ZMO1_ZMO1048	CP023715.1	1064906	1065865	+	960	9505
ZMO1_ZMO1049	CP023715.1	1065874	1066710	+	837	4815
ZMO1_ZMO1050	CP023715.1	1066710	1067582	+	873	4804
ZMO1_ZMO1052	CP023715.1	1067917	1068696	+	780	24002
ZMO1_ZMO1054	CP023715.1	1069100	1071346	+	2247	4169
ZMO1_ZMO1055	CP023715.1	1071595	1073334	+	1740	2750
ZMO1_ZMO1056	CP023715.1	1073331	1074551	-	1221	2729
ZMO1_ZMO1057	CP023715.1	1074556	1075089	-	534	3835
ZMO1_ZMO1059	CP023715.1	1075486	1075908	+	423	2688
ZMO1_ZMO1060	CP023715.1	1075971	1076597	-	627	18817
ZMO1_ZMO1061	CP023715.1	1076812	1077888	-	1077	522
ZMO1_ZMO1062	CP023715.1	1078064	1078582	+	519	1694
ZMO1_ZMO1063	CP023715.1	1078585	1079253	+	669	2517
ZMO1_ZMO1064	CP023715.1	1079253	1079525	+	273	1056
ZMO1_ZMO1065	CP023715.1	1079543	1079926	+	384	1045
ZMO1_ZMO1067	CP023715.1	1080348	1080788	+	441	2347
ZMO1_ZMO1068	CP023715.1	1080785	1081219	+	435	1444
ZMO1_ZMO1069	CP023715.1	1081262	1081786	-	525	1865
ZMO1_ZMO1070	CP023715.1	1082360	1083292	-	933	4116
ZMO1_ZMO1071	CP023715.1	1083289	1084548	-	1260	4697
ZMO1_ZMO1072	CP023715.1	1084545	1085354	-	810	5146
ZMO1_ZMO1075	CP023715.1	1085716	1087140	+	1425	34319
ZMO1_ZMO1076	CP023715.1	1087171	1087602	+	432	33802
ZMO1_ZMO1077	CP023715.1	1087606	1088097	+	492	16496
ZMO1_ZMO1078	CP023715.1	1088094	1088843	+	750	43397
ZMO1_ZMO1079	CP023715.1	1088840	1089214	+	375	38068
ZMO1_ZMO1080	CP023715.1	1089357	1089542	+	186	699
ZMO1_ZMO1081	CP023715.1	1089595	1090215	+	621	1603
ZMO1_ZMO1084	CP023715.1	1092380	1094695	+	2316	1420
ZMO1_ZMO1085	CP023715.1	1094692	1098702	+	4011	5056
ZMO1_ZMO1086	CP023715.1	1098858	1099877	+	1020	4876
ZMO1_ZMO1087	CP023715.1	1099956	1101041	+	1086	4514
ZMO1_ZMO1088	CP023715.1	1101025	1101498	+	474	3621
ZMO1_ZMO1089	CP023715.1	1101550	1102752	+	1203	16087
ZMO1_ZMO1090	CP023715.1	1102731	1103381	+	651	2705
ZMO1_ZMO1091	CP023715.1	1103381	1104373	+	993	3655
ZMO1_ZMO1092	CP023715.1	1104391	1105956	+	1566	14482
ZMO1_ZMO1093	CP023715.1	1105956	1106732	+	777	4325
ZMO1_ZMO1094	CP023715.1	1106729	1107493	+	765	3591
ZMO1_ZMO1095	CP023715.1	1107845	1108666	+	822	2472
ZMO1_ZMO1096	CP023715.1	1109107	1111395	-	2289	16201
ZMO1_ZMO1097	CP023715.1	1111497	1111817	-	321	17829
ZMO1_ZMO1098	CP023715.1	1111902	1115390	-	3489	5818
ZMO1_ZMO1099	CP023715.1	1115400	1118381	-	2982	9396
ZMO1_ZMO1100	CP023715.1	1118390	1119151	-	762	15310
ZMO1_ZMO1101	CP023715.1	1119227	1119751	-	525	2159
ZMO1_ZMO1102	CP023715.1	1119735	1122122	-	2388	3802
ZMO1_ZMO1105	CP023715.1	1122419	1124683	-	2265	3070
ZMO1_ZMO1107	CP023715.1	1124980	1125462	+	483	66725
ZMO1_ZMO1109	CP023715.1	1125696	1126991	-	1296	48519
ZMO1_ZMO1111	CP023715.1	1127355	1128602	+	1248	3489
ZMO1_ZMO1112	CP023715.1	1128607	1129209	-	603	1553
ZMO1_ZMO1113	CP023715.1	1129474	1130799	+	1326	24733
ZMO1_ZMO1114	CP023715.1	1130930	1131550	+	621	650
ZMO1_ZMO1115	CP023715.1	1131972	1132775	+	804	1195
ZMO1_ZMO1116	CP023715.1	1132933	1134405	+	1473	7334
ZMO1_ZMO1117	CP023715.1	1134507	1139102	+	4596	23363
ZMO1_ZMO1118	CP023715.1	1139182	1139853	+	672	3743
ZMO1_ZMO1121	CP023715.1	1140103	1140579	-	477	1909
ZMO1_ZMO1122	CP023715.1	1140581	1140922	-	342	4150
ZMO1_ZMO1124	CP023715.1	1141735	1143162	-	1428	9520
ZMO1_ZMO1125	CP023715.1	1143162	1145468	-	2307	10643
ZMO1_ZMO1126	CP023715.1	1145599	1145913	-	315	480
ZMO1_ZMO1127	CP023715.1	1145926	1146951	-	1026	6828
ZMO1_ZMO1128	CP023715.1	1147103	1148263	+	1161	9993
ZMO1_ZMO1129	CP023715.1	1148257	1148814	+	558	5039
ZMO1_ZMO1130	CP023715.1	1148819	1149505	+	687	8091
ZMO1_ZMO1131	CP023715.1	1149692	1150135	-	444	2059
ZMO1_ZMO1132	CP023715.1	1150135	1151106	-	972	6306
ZMO1_ZMO1133	CP023715.1	1151207	1151836	+	630	6698
ZMO1_ZMO1134	CP023715.1	1151852	1152748	+	897	2214
ZMO1_ZMO1135	CP023715.1	1152803	1154149	-	1347	12595
ZMO1_ZMO1136	CP023715.1	1154274	1155719	-	1446	15139
ZMO1_ZMO1137	CP023715.1	1156143	1157024	-	882	31340
ZMO1_ZMO1138	CP023715.1	1157017	1157955	+	939	1584
ZMO1_ZMO1139	CP023715.1	1158109	1159896	+	1788	31252
ZMO1_ZMO1140	CP023715.1	1159918	1160430	+	513	11184
ZMO1_ZMO1141	CP023715.1	1160476	1161495	+	1020	147215
ZMO1_ZMO1142	CP023715.1	1162209	1163165	-	957	7929
ZMO1_ZMO1143	CP023715.1	1163477	1164130	-	654	489
ZMO1_ZMO1144	CP023715.1	1164206	1164559	-	354	727
ZMO1_ZMO1145	CP023715.1	1164619	1164846	-	228	38247
ZMO1_ZMO1146	CP023715.1	1164975	1165451	-	477	19900
ZMO1_ZMO1147	CP023715.1	1165458	1166129	-	672	41465
ZMO1_ZMO1148	CP023715.1	1166129	1169356	-	3228	29184
ZMO1_ZMO1149	CP023715.1	1169485	1170615	-	1131	7903
ZMO1_ZMO1150	CP023715.1	1170612	1171778	-	1167	12322
ZMO1_ZMO1151	CP023715.1	1171778	1172407	-	630	2722
ZMO1_ZMO1152	CP023715.1	1172404	1173150	-	747	5183
ZMO1_ZMO1153	CP023715.1	1173147	1173704	-	558	15396
ZMO1_ZMO1154	CP023715.1	1173704	1174432	-	729	20388
ZMO1_ZMO1155	CP023715.1	1174569	1175492	-	924	58050
ZMO1_ZMO1156	CP023715.1	1175600	1176352	-	753	136269
ZMO1_ZMO2060	CP023715.1	1176607	1176954	+	348	143
ZMO1_ZMO1158	CP023715.1	1176995	1177693	+	699	2671
ZMO1_ZMO1159	CP023715.1	1177848	1178648	-	801	4098
ZMO1_ZMO1160	CP023715.1	1178645	1179385	-	741	9236
ZMO1_ZMO1162	CP023715.1	1179589	1180854	+	1266	1411
ZMO1_ZMO1163	CP023715.1	1181061	1181774	+	714	3780
ZMO1_ZMO1164	CP023715.1	1181774	1182469	+	696	1790
ZMO1_ZMO1165	CP023715.1	1182555	1183400	-	846	639
ZMO1_ZMO1166	CP023715.1	1183478	1184542	-	1065	14232
ZMO1_ZMO1167	CP023715.1	1184760	1186715	-	1956	4993
ZMO1_ZMO1169	CP023715.1	1186915	1187775	+	861	1544
ZMO1_ZMO1170	CP023715.1	1187828	1188130	+	303	1202
ZMO1_ZMO1171	CP023715.1	1188127	1189161	-	1035	1033
ZMO1_ZMO1172	CP023715.1	1189287	1190561	+	1275	5402
ZMO1_ZMO1173	CP023715.1	1190558	1194727	-	4170	6501
ZMO1_ZMO1174	CP023715.1	1194727	1196943	-	2217	2002
ZMO1_ZMO1176	CP023715.1	1196943	1198361	-	1419	4303
ZMO1_ZMO1177	CP023715.1	1198358	1199083	-	726	6654
ZMO1_ZMO1178	CP023715.1	1199111	1199485	-	375	4393
ZMO1_ZMO1179	CP023715.1	1199540	1200733	-	1194	4504
ZMO1_ZMO1180	CP023715.1	1200730	1202184	-	1455	10236
ZMO1_ZMO1181	CP023715.1	1202543	1203280	-	738	2142
ZMO1_ZMO1182	CP023715.1	1203441	1204289	-	849	4674
ZMO1_ZMO1183	CP023715.1	1204584	1206227	-	1644	3846
ZMO1_ZMO1184	CP023715.1	1206345	1207991	-	1647	7716
ZMO1_ZMO1185	CP023715.1	1208295	1209089	+	795	1568
ZMO1_ZMO1186	CP023715.1	1209064	1211004	+	1941	8955
ZMO1_ZMO1187	CP023715.1	1211016	1211828	-	813	2091
ZMO1_ZMO1188	CP023715.1	1212138	1212866	+	729	4655
ZMO1_ZMO1189	CP023715.1	1212870	1214408	+	1539	7049
ZMO1_ZMO1190	CP023715.1	1214435	1215688	+	1254	3380
ZMO1_ZMO1191	CP023715.1	1215720	1216160	+	441	2976
ZMO1_ZMO1192	CP023715.1	1216157	1216915	+	759	3399
ZMO1_ZMO1193	CP023715.1	1217324	1220962	-	3639	29479
ZMO1_ZMO1194	CP023715.1	1221114	1222271	-	1158	1952
ZMO1_ZMO1195	CP023715.1	1222321	1222959	-	639	3964
ZMO1_ZMO1196	CP023715.1	1223253	1224665	+	1413	2384
ZMO1_ZMO1197	CP023715.1	1224690	1225520	+	831	1257
ZMO1_ZMO1198	CP023715.1	1225656	1226870	+	1215	27762
ZMO1_ZMO1200	CP023715.1	1227089	1227562	+	474	9575
ZMO1_ZMO1201	CP023715.1	1227582	1228871	+	1290	24470
ZMO1_ZMO1202	CP023715.1	1228876	1229346	+	471	2791
ZMO1_ZMO1203	CP023715.1	1229343	1230074	+	732	2421
ZMO1_ZMO2061	CP023715.1	1230202	1230396	-	195	243
ZMO1_ZMO1205	CP023715.1	1230450	1230767	-	318	556
ZMO1_ZMO1206	CP023715.1	1231257	1232207	-	951	378
ZMO1_ZMO1207	CP023715.1	1232277	1233266	+	990	1354
ZMO1_ZMO2062	CP023715.1	1233613	1233939	-	327	7
ZMO1_ZMO1209	CP023715.1	1234197	1236155	-	1959	25009
ZMO1_ZMO1211	CP023715.1	1236622	1237968	-	1347	11280
ZMO1_ZMO1212	CP023715.1	1238131	1239654	-	1524	145103
ZMO1_ZMO1213	CP023715.1	1239986	1240411	+	426	1191
ZMO1_ZMO1214	CP023715.1	1240539	1242059	+	1521	11235
ZMO1_ZMO1215	CP023715.1	1242404	1242616	+	213	974
ZMO1_ZMO1216	CP023715.1	1242643	1244295	+	1653	2122
ZMO1_ZMO2011	CP023715.1	1244663	1244797	+	135	1784
ZMO1_ZMO1218	CP023715.1	1245957	1246745	-	789	2703
ZMO1_ZMO1219	CP023715.1	1246742	1247200	-	459	3936
ZMO1_ZMO1220	CP023715.1	1247285	1247548	-	264	5234
ZMO1_ZMO1221	CP023715.1	1247701	1248402	-	702	5446
ZMO1_ZMO1222	CP023715.1	1248515	1249252	-	738	11082
ZMO1_ZMO1223	CP023715.1	1249322	1250257	-	936	7141
ZMO1_ZMO1225	CP023715.1	1250778	1251152	+	375	72835
ZMO1_ZMO1226	CP023715.1	1251173	1251397	+	225	27685
ZMO1_ZMO1227	CP023715.1	1251412	1252041	+	630	85499
ZMO1_ZMO1228	CP023715.1	1252121	1253116	-	996	9676
ZMO1_ZMO1229	CP023715.1	1253204	1253809	-	606	4984
ZMO1_ZMO1231	CP023715.1	1253958	1255718	+	1761	3078
ZMO1_ZMO1232	CP023715.1	1256094	1257395	+	1302	1476
ZMO1_ZMO1233	CP023715.1	1257445	1258857	-	1413	8573
ZMO1_ZMO1234	CP023715.1	1258909	1260858	-	1950	20269
ZMO1_ZMO1235	CP023715.1	1261036	1261521	-	486	4736
ZMO1_ZMO1236	CP023715.1	1261768	1262781	-	1014	51893
ZMO1_ZMO1237	CP023715.1	1263483	1264478	-	996	3477
ZMO1_ZMO1240	CP023715.1	1264948	1265634	-	687	195044
ZMO1_ZMO1242	CP023715.1	1265884	1267026	-	1143	4636
ZMO1_ZMO1243	CP023715.1	1267023	1267820	-	798	2246
ZMO1_ZMO1246	CP023715.1	1268094	1268240	+	147	9761
ZMO1_ZMO1248	CP023715.1	1268950	1269438	-	489	1511
ZMO1_ZMO1249	CP023715.1	1269728	1270171	-	444	134
ZMO1_ZMO1251	CP023715.1	1270401	1270889	-	489	4420
ZMO1_ZMO1252	CP023715.1	1270921	1271562	-	642	2431
ZMO1_ZMO1253	CP023715.1	1271559	1271987	-	429	1061
ZMO1_ZMO1254	CP023715.1	1271984	1272514	-	531	1193
ZMO1_ZMO1255	CP023715.1	1272511	1274457	-	1947	3516
ZMO1_ZMO1256	CP023715.1	1274459	1274899	-	441	821
ZMO1_ZMO1257	CP023715.1	1274923	1275087	-	165	452
ZMO1_ZMO1258	CP023715.1	1275084	1275800	-	717	2207
ZMO1_ZMO1260	CP023715.1	1276398	1278650	+	2253	86
ZMO1_ZMO1261	CP023715.1	1278836	1279894	+	1059	134
ZMO1_ZMO1262	CP023715.1	1279839	1280672	+	834	72
ZMO1_ZMO1263	CP023715.1	1280673	1281395	+	723	44
ZMO1_ZMO1264	CP023715.1	1281433	1282614	+	1182	316
ZMO1_ZMO1265	CP023715.1	1282625	1283281	+	657	437
ZMO1_ZMO1267	CP023715.1	1283502	1285082	+	1581	30731
ZMO1_ZMO1268	CP023715.1	1285159	1286178	-	1020	2855
ZMO1_ZMO2012	CP023715.1	1286444	1286692	+	249	3106
ZMO1_ZMO1270	CP023715.1	1286754	1287965	+	1212	25307
ZMO1_ZMO1271	CP023715.1	1288096	1288962	-	867	8249
ZMO1_ZMO1272	CP023715.1	1289195	1290604	+	1410	3333
ZMO1_ZMO1273	CP023715.1	1290654	1292264	-	1611	2436
ZMO1_ZMO1275	CP023715.1	1292592	1293830	+	1239	24147
ZMO1_ZMO1276	CP023715.1	1293863	1294102	+	240	4069
ZMO1_ZMO1277	CP023715.1	1294306	1295277	-	972	3569
ZMO1_ZMO1278	CP023715.1	1295311	1296573	-	1263	45913
ZMO1_ZMO1279	CP023715.1	1296763	1296999	-	237	38918
ZMO1_ZMO2013	CP023715.1	1297003	1297158	-	156	14788
ZMO1_ZMO1283	CP023715.1	1297556	1298680	+	1125	8927
ZMO1_ZMO1284	CP023715.1	1298703	1300145	-	1443	3486
ZMO1_ZMO1285	CP023715.1	1300138	1301775	-	1638	3701
ZMO1_ZMO1286	CP023715.1	1301794	1302390	-	597	1359
ZMO1_ZMO1287	CP023715.1	1302833	1303927	-	1095	7538
ZMO1_ZMO1288	CP023715.1	1304323	1305444	+	1122	4768
ZMO1_ZMO1289	CP023715.1	1305552	1305800	-	249	139
ZMO1_ZMO1291	CP023715.1	1305994	1307604	-	1611	618
ZMO1_ZMO1294	CP023715.1	1308317	1309225	+	909	3633
ZMO1_ZMO1295	CP023715.1	1309222	1309875	+	654	917
ZMO1_ZMO2014	CP023715.1	1310063	1310623	-	561	5077
ZMO1_ZMO2015	CP023715.1	1310620	1311195	-	576	8579
ZMO1_ZMO1296	CP023715.1	1311691	1312443	-	753	2009
ZMO1_ZMO2064	CP023715.1	1312577	1312903	+	327	1
ZMO1_ZMO1298	CP023715.1	1313080	1315497	+	2418	1168
ZMO1_ZMO2016	CP023715.1	1315745	1315921	+	177	38
ZMO1_ZMO2017	CP023715.1	1316016	1316390	+	375	3969
ZMO1_ZMO1299	CP023715.1	1316387	1318012	+	1626	16501
ZMO1_ZMO1300	CP023715.1	1318009	1318731	+	723	5472
ZMO1_ZMO1301	CP023715.1	1318762	1319850	-	1089	565
ZMO1_ZMO1302	CP023715.1	1320087	1320737	+	651	1122
ZMO1_ZMO1303	CP023715.1	1320864	1321718	-	855	6570
ZMO1_ZMO1304	CP023715.1	1321769	1322278	-	510	6436
ZMO1_ZMO1305	CP023715.1	1322407	1322622	-	216	6129
ZMO1_ZMO1306	CP023715.1	1322828	1323577	-	750	807
ZMO1_ZMO1307	CP023715.1	1323870	1325393	+	1524	5327
ZMO1_ZMO1308	CP023715.1	1325486	1325932	-	447	655
ZMO1_ZMO1309	CP023715.1	1325944	1327428	-	1485	14574
ZMO1_ZMO1311	CP023715.1	1327813	1330137	+	2325	6756
ZMO1_ZMO1312	CP023715.1	1330256	1331671	+	1416	16909
ZMO1_ZMO1313	CP023715.1	1331713	1332720	+	1008	9257
ZMO1_ZMO1314	CP023715.1	1332731	1333567	+	837	2358
ZMO1_ZMO1315	CP023715.1	1333579	1334448	-	870	8120
ZMO1_ZMO1316	CP023715.1	1334465	1335799	-	1335	2442
ZMO1_ZMO1317	CP023715.1	1335885	1336655	-	771	1764
ZMO1_ZMO1318	CP023715.1	1336660	1337382	-	723	2660
ZMO1_ZMO1319	CP023715.1	1337886	1338476	-	591	2300
ZMO1_ZMO1320	CP023715.1	1338685	1339911	-	1227	4647
ZMO1_ZMO1321	CP023715.1	1339947	1341404	-	1458	64925
ZMO1_ZMO1322	CP023715.1	1341681	1342388	+	708	5941
ZMO1_ZMO1323	CP023715.1	1342357	1343994	+	1638	12295
ZMO1_ZMO1324	CP023715.1	1344137	1344628	+	492	213
ZMO1_ZMO1325	CP023715.1	1344651	1345622	+	972	5196
ZMO1_ZMO1326	CP023715.1	1345630	1346034	+	405	2765
ZMO1_ZMO1327	CP023715.1	1346031	1346303	+	273	1474
ZMO1_ZMO1328	CP023715.1	1346321	1347127	+	807	4351
ZMO1_ZMO1329	CP023715.1	1347180	1347956	+	777	2645
ZMO1_ZMO1331	CP023715.1	1348281	1351091	+	2811	16325
ZMO1_ZMO1334	CP023715.1	1351814	1352428	+	615	5714
ZMO1_ZMO1335	CP023715.1	1352708	1353310	+	603	6918
ZMO1_ZMO1336	CP023715.1	1353451	1354362	-	912	639
ZMO1_ZMO1337	CP023715.1	1354494	1355201	+	708	452
ZMO1_ZMO1338	CP023715.1	1355205	1355819	-	615	840
ZMO1_ZMO2018	CP023715.1	1355848	1357146	-	1299	1469
ZMO1_ZMO1341	CP023715.1	1357528	1358448	-	921	2608
ZMO1_ZMO1344	CP023715.1	1359337	1360182	+	846	5839
ZMO1_ZMO1345	CP023715.1	1360306	1362909	-	2604	15148
ZMO1_ZMO1346	CP023715.1	1362977	1363933	-	957	8246
ZMO1_ZMO1347	CP023715.1	1363971	1364984	-	1014	27318
ZMO1_ZMO1348	CP023715.1	1365050	1365880	-	831	19397
ZMO1_ZMO1350	CP023715.1	1365993	1366754	+	762	2681
ZMO1_ZMO1351	CP023715.1	1366767	1367771	+	1005	5684
ZMO1_ZMO1352	CP023715.1	1367863	1368591	-	729	55170
ZMO1_ZMO1353	CP023715.1	1368823	1369383	-	561	16713
ZMO1_ZMO1354	CP023715.1	1369567	1370667	-	1101	268264
ZMO1_ZMO1355	CP023715.1	1371083	1372948	-	1866	6944
ZMO1_ZMO1356	CP023715.1	1373043	1374497	-	1455	3822
ZMO1_ZMO2065	CP023715.1	1374915	1375160	+	246	25
ZMO1_ZMO1358	CP023715.1	1375164	1375427	-	264	32279
ZMO1_ZMO1360	CP023715.1	1375765	1377471	-	1707	1486770
ZMO1_ZMO2066	CP023715.1	1377546	1377728	-	183	101920
ZMO1_ZMO2067	CP023715.1	1377718	1377975	-	258	254466
ZMO1_ZMO2068	CP023715.1	1378170	1378391	+	222	311
ZMO1_ZMO1364	CP023715.1	1378419	1379780	+	1362	2274
ZMO1_ZMO1365	CP023715.1	1380114	1383251	+	3138	4892
ZMO1_ZMO1366	CP023715.1	1383432	1384046	+	615	115786
ZMO1_ZMO1369	CP023715.1	1384554	1385534	+	981	6946
ZMO1_ZMO1370	CP023715.1	1385546	1386394	+	849	3953
ZMO1_ZMO1372	CP023715.1	1386982	1387827	-	846	781
ZMO1_ZMO1373	CP023715.1	1388270	1388782	+	513	13102
ZMO1_ZMO1374	CP023715.1	1388945	1389898	-	954	9019
ZMO1_ZMO1375	CP023715.1	1390030	1390770	-	741	4660
ZMO1_ZMO1377	CP023715.1	1391068	1392501	-	1434	539
ZMO1_ZMO1378	CP023715.1	1392546	1393955	-	1410	435
ZMO1_ZMO1380	CP023715.1	1394275	1395345	-	1071	979
ZMO1_ZMO1381	CP023715.1	1395549	1396559	-	1011	277
ZMO1_ZMO1382	CP023715.1	1396779	1398119	+	1341	1159
